ingre1,ingre2,distance
Octanal,D-(+)-malic acid,2.6
Octanal,D-alanine,2.571428571
Octanal,D-glutamic acid,2.4
Octanal,D-proline,2.6
Octanal,97-67-6,2.375
Gallic acid,Gallic acid,0
Elaidic acid,DODECANE,3.25
Elaidic acid,fumaric acid,2.5
Elaidic acid,HEXADECANE,3.333333333
Elaidic acid,4-aminobutyric acid,3
Elaidic acid,Isoferulic acid,3.333333333
Elaidic acid,L-threonine,2.375
Elaidic acid,Ethyl caffeate,3.333333333
Elaidic acid,creatine,2.333333333
Elaidic acid,18483-17-5,2.333333333
Elaidic acid,Ethanolamine,3.333333333
Elaidic acid,choline,2.4
Elaidic acid,DL-ALANINE,2.407407407
Elaidic acid,letrozole,3.333333333
Elaidic acid,DL-Proline,2.176470588
Elaidic acid,DL-ISOLEUCINE,2.333333333
Elaidic acid,L-glutamic acid,2.949275362
Elaidic acid,l-isoleucine,2.333333333
Elaidic acid,D-alanine,2.5
Elaidic acid,D-glutamic acid,2.25
Elaidic acid,D-proline,2.5
l-Pipecolic acid,citric acid,2.333333333
l-Pipecolic acid,succinic acid,2.739130435
l-Pipecolic acid,DODECANE,2
l-Pipecolic acid,fumaric acid,2.2
l-Pipecolic acid,adenosine,2.731092437
l-Pipecolic acid,HEXADECANE,2
l-Pipecolic acid,L-alanine,2.272727273
l-Pipecolic acid,uridine,2.5
l-Pipecolic acid,L-proline,2
l-Pipecolic acid,L-aspartic acid,2.1875
l-Pipecolic acid,L-valine,2.090909091
l-Pipecolic acid,uracil,2.25
l-Pipecolic acid,4-aminobutyric acid,2.80952381
l-Pipecolic acid,sucrose,2.0625
l-Pipecolic acid,Isoferulic acid,3
l-Pipecolic acid,L-threonine,2.142857143
l-Pipecolic acid,L-leucine,1.833333333
l-Pipecolic acid,Ethyl caffeate,3
l-Pipecolic acid,creatine,2
l-Pipecolic acid,18483-17-5,2
l-Pipecolic acid,Ethanolamine,3
l-Pipecolic acid,choline,2.333333333
l-Pipecolic acid,malic acid,2.222222222
l-Pipecolic acid,DL-ALANINE,2.269230769
l-Pipecolic acid,letrozole,3
l-Pipecolic acid,DL-Proline,2.0625
l-Pipecolic acid,DL-ISOLEUCINE,2.090909091
l-Pipecolic acid,d-Tartaric acid,2
l-Pipecolic acid,cis-Caffeic acid,2
l-Pipecolic acid,L-glutamic acid,2.759124088
l-Pipecolic acid,l-isoleucine,2.090909091
l-Pipecolic acid,D-(+)-malic acid,2
l-Pipecolic acid,D-alanine,2.4
l-Pipecolic acid,D-glutamic acid,2
l-Pipecolic acid,D-proline,2.333333333
l-Pipecolic acid,97-67-6,2.333333333
propionic acid,DODECANE,3.68852459
propionic acid,fumaric acid,2.888888889
propionic acid,HEXADECANE,3.7
propionic acid,4-aminobutyric acid,1.908450704
propionic acid,Isoferulic acid,3.733333333
propionic acid,L-threonine,2.769230769
propionic acid,Ethyl caffeate,3.683333333
propionic acid,creatine,3.1
propionic acid,18483-17-5,3.1
propionic acid,Ethanolamine,3.683333333
propionic acid,choline,2.76119403
propionic acid,DL-ALANINE,2.523809524
propionic acid,letrozole,3.833333333
propionic acid,DL-Proline,2.621621622
propionic acid,DL-ISOLEUCINE,2.550724638
propionic acid,L-glutamic acid,0.953846154
propionic acid,l-isoleucine,2.550724638
propionic acid,D-alanine,2.920634921
propionic acid,D-glutamic acid,3.049180328
propionic acid,D-proline,3.032786885
ferulic acid,ferulic acid,0
adenine,adenine,0
1-propanol,citric acid,2.515151515
1-propanol,succinic acid,2.847826087
1-propanol,DODECANE,3
1-propanol,fumaric acid,2.2
1-propanol,adenosine,2.87394958
1-propanol,HEXADECANE,3
1-propanol,L-alanine,2.318181818
1-propanol,uridine,2.625
1-propanol,L-proline,1.692307692
1-propanol,L-aspartic acid,1.9375
1-propanol,L-valine,2.090909091
1-propanol,uracil,2.25
1-propanol,4-aminobutyric acid,2.952380952
1-propanol,sucrose,1.9375
1-propanol,Isoferulic acid,3
1-propanol,L-threonine,2.142857143
1-propanol,L-leucine,1.833333333
1-propanol,Ethyl caffeate,3
1-propanol,creatine,2
1-propanol,18483-17-5,2
1-propanol,Ethanolamine,3
1-propanol,choline,1.888888889
1-propanol,malic acid,2.444444444
1-propanol,DL-ALANINE,2.307692308
1-propanol,letrozole,3
1-propanol,DL-Proline,1.8125
1-propanol,DL-ISOLEUCINE,2.090909091
1-propanol,d-Tartaric acid,2
1-propanol,cis-Caffeic acid,2
1-propanol,L-glutamic acid,2.854014599
1-propanol,l-isoleucine,2.090909091
1-propanol,D-(+)-malic acid,2.333333333
1-propanol,D-alanine,2.4
1-propanol,D-glutamic acid,2
1-propanol,D-proline,2.333333333
1-propanol,97-67-6,2.5
eugenol,DODECANE,4
eugenol,fumaric acid,3.2
eugenol,HEXADECANE,4
eugenol,Isoferulic acid,3
eugenol,Ethyl caffeate,4
eugenol,creatine,3
eugenol,18483-17-5,3
eugenol,Ethanolamine,3
eugenol,DL-ALANINE,3.269230769
eugenol,letrozole,4
eugenol,DL-Proline,3.0625
eugenol,DL-ISOLEUCINE,3.181818182
eugenol,D-glutamic acid,3
eugenol,D-proline,3.333333333
ZINGERONE,citric acid,2.515151515
ZINGERONE,succinic acid,2.826086957
ZINGERONE,DODECANE,3
ZINGERONE,fumaric acid,2.2
ZINGERONE,adenosine,2.798319328
ZINGERONE,HEXADECANE,3
ZINGERONE,L-alanine,2.318181818
ZINGERONE,uridine,2.5
ZINGERONE,L-proline,2.076923077
ZINGERONE,L-aspartic acid,2.375
ZINGERONE,L-valine,2.181818182
ZINGERONE,uracil,2.5
ZINGERONE,4-aminobutyric acid,2.904761905
ZINGERONE,sucrose,1.9375
ZINGERONE,Isoferulic acid,3
ZINGERONE,L-threonine,2.285714286
ZINGERONE,L-leucine,2.083333333
ZINGERONE,Ethyl caffeate,3
ZINGERONE,creatine,2
ZINGERONE,18483-17-5,2
ZINGERONE,Ethanolamine,2
ZINGERONE,choline,2.111111111
ZINGERONE,malic acid,2.444444444
ZINGERONE,DL-ALANINE,2.307692308
ZINGERONE,letrozole,3
ZINGERONE,DL-Proline,2.125
ZINGERONE,DL-ISOLEUCINE,2.272727273
ZINGERONE,d-Tartaric acid,0.666666667
ZINGERONE,cis-Caffeic acid,2
ZINGERONE,L-glutamic acid,2.861313869
ZINGERONE,l-isoleucine,2.272727273
ZINGERONE,D-(+)-malic acid,2.333333333
ZINGERONE,D-alanine,2.4
ZINGERONE,D-glutamic acid,2
ZINGERONE,D-proline,2.333333333
ZINGERONE,97-67-6,2.5
safrole,citric acid,3.515151515
safrole,DODECANE,4
safrole,fumaric acid,3.2
safrole,HEXADECANE,4
safrole,sucrose,3.0625
safrole,Isoferulic acid,4
safrole,Ethyl caffeate,4
safrole,creatine,3
safrole,18483-17-5,3
safrole,Ethanolamine,4
safrole,malic acid,3.333333333
safrole,DL-ALANINE,3.346153846
safrole,letrozole,4
safrole,DL-Proline,3.0625
safrole,DL-ISOLEUCINE,3.181818182
safrole,d-Tartaric acid,3
safrole,cis-Caffeic acid,3
safrole,D-(+)-malic acid,3.333333333
safrole,D-glutamic acid,3
safrole,D-proline,3.333333333
safrole,97-67-6,3.333333333
phenol,citric acid,2.447368421
phenol,succinic acid,2.680412371
phenol,DODECANE,3.25
phenol,fumaric acid,2.2
phenol,adenosine,2.60483871
phenol,HEXADECANE,3.285714286
phenol,L-alanine,2.333333333
phenol,uridine,2.615384615
phenol,L-proline,2.111111111
phenol,L-aspartic acid,2.238095238
phenol,L-valine,2.3125
phenol,uracil,2.555555556
phenol,4-aminobutyric acid,2.752808989
phenol,sucrose,2.238095238
phenol,Isoferulic acid,3.428571429
phenol,L-threonine,2.25
phenol,L-leucine,2.117647059
phenol,Ethyl caffeate,3.428571429
phenol,creatine,2.571428571
phenol,18483-17-5,2.571428571
phenol,Ethanolamine,3
phenol,choline,1.928571429
phenol,malic acid,2.357142857
phenol,DL-ALANINE,2.322580645
phenol,letrozole,3.571428571
phenol,DL-Proline,2.095238095
phenol,DL-ISOLEUCINE,2.375
phenol,d-Tartaric acid,2.375
phenol,cis-Caffeic acid,2.571428571
phenol,L-glutamic acid,2.669014085
phenol,l-isoleucine,2.375
phenol,D-(+)-malic acid,2.5
phenol,D-alanine,2.5
phenol,D-glutamic acid,2.5
phenol,D-proline,2.625
phenol,97-67-6,2.454545455
VITAMIN E,DODECANE,2.846153846
VITAMIN E,fumaric acid,2.066666667
VITAMIN E,HEXADECANE,2.916666667
VITAMIN E,4-aminobutyric acid,2.340425532
VITAMIN E,Isoferulic acid,3
VITAMIN E,L-threonine,1.764705882
VITAMIN E,Ethyl caffeate,3.166666667
VITAMIN E,creatine,2.416666667
VITAMIN E,18483-17-5,2.416666667
VITAMIN E,Ethanolamine,2.666666667
VITAMIN E,choline,2
VITAMIN E,DL-ALANINE,1.944444444
VITAMIN E,letrozole,3.25
VITAMIN E,DL-Proline,1.615384615
VITAMIN E,DL-ISOLEUCINE,1.761904762
VITAMIN E,L-glutamic acid,2.408163265
VITAMIN E,l-isoleucine,1.761904762
VITAMIN E,D-alanine,2.4
VITAMIN E,D-glutamic acid,2.153846154
VITAMIN E,D-proline,2.230769231
6-Gingerol,citric acid,3.060606061
6-Gingerol,succinic acid,3.054347826
6-Gingerol,DODECANE,3.333333333
6-Gingerol,fumaric acid,2.8
6-Gingerol,adenosine,3.042016807
6-Gingerol,HEXADECANE,3
6-Gingerol,L-alanine,2.954545455
6-Gingerol,uridine,3.25
6-Gingerol,L-proline,2.769230769
6-Gingerol,L-aspartic acid,2.8125
6-Gingerol,L-valine,2.727272727
6-Gingerol,uracil,3
6-Gingerol,4-aminobutyric acid,3.107142857
6-Gingerol,sucrose,2.9375
6-Gingerol,Isoferulic acid,3
6-Gingerol,L-threonine,2.714285714
6-Gingerol,L-leucine,2.75
6-Gingerol,Ethyl caffeate,4
6-Gingerol,creatine,3
6-Gingerol,18483-17-5,3
6-Gingerol,Ethanolamine,3
6-Gingerol,choline,2.888888889
6-Gingerol,malic acid,3
6-Gingerol,DL-ALANINE,2.961538462
6-Gingerol,letrozole,3
6-Gingerol,DL-Proline,2.6875
6-Gingerol,DL-ISOLEUCINE,2.818181818
6-Gingerol,d-Tartaric acid,3
6-Gingerol,cis-Caffeic acid,3
6-Gingerol,L-glutamic acid,3.109489051
6-Gingerol,l-isoleucine,2.818181818
6-Gingerol,D-(+)-malic acid,3
6-Gingerol,D-alanine,2.8
6-Gingerol,D-glutamic acid,2.333333333
6-Gingerol,D-proline,2.333333333
6-Gingerol,97-67-6,3
Isoginkgetin,citric acid,3.060606061
Isoginkgetin,succinic acid,3.054347826
Isoginkgetin,DODECANE,3.333333333
Isoginkgetin,fumaric acid,2.8
Isoginkgetin,adenosine,3.042016807
Isoginkgetin,HEXADECANE,3
Isoginkgetin,L-alanine,2.954545455
Isoginkgetin,uridine,3.25
Isoginkgetin,L-proline,2.769230769
Isoginkgetin,L-aspartic acid,2.8125
Isoginkgetin,L-valine,2.727272727
Isoginkgetin,uracil,3
Isoginkgetin,4-aminobutyric acid,3.107142857
Isoginkgetin,sucrose,2.9375
Isoginkgetin,Isoferulic acid,3
Isoginkgetin,L-threonine,2.714285714
Isoginkgetin,L-leucine,2.75
Isoginkgetin,Ethyl caffeate,4
Isoginkgetin,creatine,3
Isoginkgetin,18483-17-5,3
Isoginkgetin,Ethanolamine,3
Isoginkgetin,choline,2.888888889
Isoginkgetin,malic acid,3
Isoginkgetin,DL-ALANINE,2.961538462
Isoginkgetin,letrozole,3
Isoginkgetin,DL-Proline,2.6875
Isoginkgetin,DL-ISOLEUCINE,2.818181818
Isoginkgetin,d-Tartaric acid,3
Isoginkgetin,cis-Caffeic acid,3
Isoginkgetin,L-glutamic acid,3.109489051
Isoginkgetin,l-isoleucine,2.818181818
Isoginkgetin,D-(+)-malic acid,3
Isoginkgetin,D-alanine,2.8
Isoginkgetin,D-glutamic acid,2.333333333
Isoginkgetin,D-proline,2.333333333
Isoginkgetin,97-67-6,3
acetaldehyde,citric acid,1.84
acetaldehyde,succinic acid,1.962686567
acetaldehyde,DODECANE,2.911111111
acetaldehyde,fumaric acid,2.063829787
acetaldehyde,adenosine,2.149068323
acetaldehyde,HEXADECANE,2.977272727
acetaldehyde,L-alanine,1.71875
acetaldehyde,uridine,2.28
acetaldehyde,L-proline,1.763636364
acetaldehyde,L-aspartic acid,1.724137931
acetaldehyde,L-valine,1.811320755
acetaldehyde,uracil,2.304347826
acetaldehyde,4-aminobutyric acid,2.142857143
acetaldehyde,sucrose,1.724137931
acetaldehyde,Isoferulic acid,3.022727273
acetaldehyde,L-threonine,1.857142857
acetaldehyde,L-leucine,1.666666667
acetaldehyde,Ethyl caffeate,3.136363636
acetaldehyde,creatine,2.409090909
acetaldehyde,18483-17-5,2.409090909
acetaldehyde,Ethanolamine,2.954545455
acetaldehyde,choline,2.019607843
acetaldehyde,malic acid,2.176470588
acetaldehyde,DL-ALANINE,1.75
acetaldehyde,letrozole,3.25
acetaldehyde,DL-Proline,1.637931034
acetaldehyde,DL-ISOLEUCINE,1.811320755
acetaldehyde,d-Tartaric acid,2.222222222
acetaldehyde,cis-Caffeic acid,2.431818182
acetaldehyde,L-glutamic acid,2.083798883
acetaldehyde,l-isoleucine,1.811320755
acetaldehyde,D-(+)-malic acid,2.311111111
acetaldehyde,D-alanine,2.29787234
acetaldehyde,D-glutamic acid,2.222222222
acetaldehyde,D-proline,2.222222222
acetaldehyde,97-67-6,2.25
Fisetin,citric acid,2.486486486
Fisetin,succinic acid,2.71875
Fisetin,DODECANE,3.285714286
Fisetin,fumaric acid,2.222222222
Fisetin,adenosine,2.62601626
Fisetin,HEXADECANE,3.333333333
Fisetin,L-alanine,2.384615385
Fisetin,uridine,2.583333333
Fisetin,L-proline,2.294117647
Fisetin,L-aspartic acid,2.35
Fisetin,L-valine,2.333333333
Fisetin,uracil,2.375
Fisetin,4-aminobutyric acid,2.784090909
Fisetin,sucrose,2.2
Fisetin,Isoferulic acid,3.333333333
Fisetin,L-threonine,2.545454545
Fisetin,L-leucine,2.3125
Fisetin,Ethyl caffeate,3.333333333
Fisetin,creatine,2.5
Fisetin,18483-17-5,2.5
Fisetin,Ethanolamine,2.833333333
Fisetin,choline,1.923076923
Fisetin,malic acid,2.384615385
Fisetin,DL-ALANINE,2.366666667
Fisetin,letrozole,3.333333333
Fisetin,DL-Proline,2.3
Fisetin,DL-ISOLEUCINE,2.4
Fisetin,d-Tartaric acid,2.285714286
Fisetin,cis-Caffeic acid,2.5
Fisetin,L-glutamic acid,2.737588652
Fisetin,l-isoleucine,2.4
Fisetin,D-(+)-malic acid,2.571428571
Fisetin,D-alanine,2.555555556
Fisetin,D-glutamic acid,2.285714286
Fisetin,D-proline,2.571428571
Fisetin,97-67-6,2.4
methylglyoxal,citric acid,2.588235294
methylglyoxal,succinic acid,2.935483871
methylglyoxal,DODECANE,3.25
methylglyoxal,fumaric acid,2.333333333
methylglyoxal,adenosine,2.95
methylglyoxal,HEXADECANE,3.333333333
methylglyoxal,L-alanine,2.391304348
methylglyoxal,uridine,2.666666667
methylglyoxal,L-proline,2.071428571
methylglyoxal,L-aspartic acid,2.352941176
methylglyoxal,L-valine,2.166666667
methylglyoxal,uracil,2.6
methylglyoxal,4-aminobutyric acid,3.011764706
methylglyoxal,sucrose,2.235294118
methylglyoxal,Isoferulic acid,3.333333333
methylglyoxal,L-threonine,2.25
methylglyoxal,L-leucine,2.076923077
methylglyoxal,Ethyl caffeate,3.333333333
methylglyoxal,creatine,2.333333333
methylglyoxal,18483-17-5,2.333333333
methylglyoxal,Ethanolamine,3.333333333
methylglyoxal,choline,2.3
methylglyoxal,malic acid,2.5
methylglyoxal,DL-ALANINE,2.37037037
methylglyoxal,letrozole,3.333333333
methylglyoxal,DL-Proline,2.117647059
methylglyoxal,DL-ISOLEUCINE,2.25
methylglyoxal,d-Tartaric acid,2.25
methylglyoxal,cis-Caffeic acid,2.333333333
methylglyoxal,L-glutamic acid,2.942028986
methylglyoxal,l-isoleucine,2.25
methylglyoxal,D-(+)-malic acid,2.5
methylglyoxal,D-alanine,2.5
methylglyoxal,D-glutamic acid,2.25
methylglyoxal,D-proline,2.5
methylglyoxal,97-67-6,2.571428571
"Butane-1,2,3,4-tetrol",citric acid,3.121212121
"Butane-1,2,3,4-tetrol",succinic acid,3.27173913
"Butane-1,2,3,4-tetrol",DODECANE,3
"Butane-1,2,3,4-tetrol",fumaric acid,3
"Butane-1,2,3,4-tetrol",adenosine,3.243697479
"Butane-1,2,3,4-tetrol",HEXADECANE,3
"Butane-1,2,3,4-tetrol",L-alanine,2.772727273
"Butane-1,2,3,4-tetrol",uridine,3.25
"Butane-1,2,3,4-tetrol",L-proline,2.769230769
"Butane-1,2,3,4-tetrol",L-aspartic acid,2.875
"Butane-1,2,3,4-tetrol",L-valine,2.727272727
"Butane-1,2,3,4-tetrol",uracil,2.75
"Butane-1,2,3,4-tetrol",4-aminobutyric acid,3.357142857
"Butane-1,2,3,4-tetrol",sucrose,3
"Butane-1,2,3,4-tetrol",Isoferulic acid,4
"Butane-1,2,3,4-tetrol",L-threonine,2.714285714
"Butane-1,2,3,4-tetrol",L-leucine,2.833333333
"Butane-1,2,3,4-tetrol",Ethyl caffeate,3
"Butane-1,2,3,4-tetrol",creatine,3
"Butane-1,2,3,4-tetrol",18483-17-5,3
"Butane-1,2,3,4-tetrol",Ethanolamine,2
"Butane-1,2,3,4-tetrol",choline,2.666666667
"Butane-1,2,3,4-tetrol",malic acid,3
"Butane-1,2,3,4-tetrol",DL-ALANINE,2.846153846
"Butane-1,2,3,4-tetrol",letrozole,3
"Butane-1,2,3,4-tetrol",DL-Proline,2.8125
"Butane-1,2,3,4-tetrol",DL-ISOLEUCINE,2.909090909
"Butane-1,2,3,4-tetrol",d-Tartaric acid,2.333333333
"Butane-1,2,3,4-tetrol",cis-Caffeic acid,3
"Butane-1,2,3,4-tetrol",L-glutamic acid,3.364963504
"Butane-1,2,3,4-tetrol",l-isoleucine,2.909090909
"Butane-1,2,3,4-tetrol",D-(+)-malic acid,3
"Butane-1,2,3,4-tetrol",D-alanine,3.2
"Butane-1,2,3,4-tetrol",D-glutamic acid,3
"Butane-1,2,3,4-tetrol",D-proline,3
"Butane-1,2,3,4-tetrol",97-67-6,3
piperidine-2-carboxylic acid,citric acid,2.333333333
piperidine-2-carboxylic acid,succinic acid,2.739130435
piperidine-2-carboxylic acid,DODECANE,2
piperidine-2-carboxylic acid,fumaric acid,2.2
piperidine-2-carboxylic acid,adenosine,2.731092437
piperidine-2-carboxylic acid,HEXADECANE,2
piperidine-2-carboxylic acid,L-alanine,2.272727273
piperidine-2-carboxylic acid,uridine,2.5
piperidine-2-carboxylic acid,L-proline,2
piperidine-2-carboxylic acid,L-aspartic acid,2.1875
piperidine-2-carboxylic acid,L-valine,2.090909091
piperidine-2-carboxylic acid,uracil,2.25
piperidine-2-carboxylic acid,4-aminobutyric acid,2.80952381
piperidine-2-carboxylic acid,sucrose,2.0625
piperidine-2-carboxylic acid,Isoferulic acid,3
piperidine-2-carboxylic acid,L-threonine,2.142857143
piperidine-2-carboxylic acid,L-leucine,1.833333333
piperidine-2-carboxylic acid,Ethyl caffeate,3
piperidine-2-carboxylic acid,creatine,2
piperidine-2-carboxylic acid,18483-17-5,2
piperidine-2-carboxylic acid,Ethanolamine,3
piperidine-2-carboxylic acid,choline,2.333333333
piperidine-2-carboxylic acid,malic acid,2.222222222
piperidine-2-carboxylic acid,DL-ALANINE,2.269230769
piperidine-2-carboxylic acid,letrozole,3
piperidine-2-carboxylic acid,DL-Proline,2.0625
piperidine-2-carboxylic acid,DL-ISOLEUCINE,2.090909091
piperidine-2-carboxylic acid,d-Tartaric acid,2
piperidine-2-carboxylic acid,cis-Caffeic acid,2
piperidine-2-carboxylic acid,L-glutamic acid,2.759124088
piperidine-2-carboxylic acid,l-isoleucine,2.090909091
piperidine-2-carboxylic acid,D-(+)-malic acid,2
piperidine-2-carboxylic acid,D-alanine,2.4
piperidine-2-carboxylic acid,D-glutamic acid,2
piperidine-2-carboxylic acid,D-proline,2.333333333
piperidine-2-carboxylic acid,97-67-6,2.333333333
galanthamine,citric acid,2.588235294
galanthamine,succinic acid,2.967741935
galanthamine,DODECANE,3
galanthamine,fumaric acid,2.5
galanthamine,adenosine,2.958333333
galanthamine,HEXADECANE,3
galanthamine,L-alanine,2.52173913
galanthamine,uridine,2.666666667
galanthamine,L-proline,2.214285714
galanthamine,L-aspartic acid,2.588235294
galanthamine,L-valine,2.333333333
galanthamine,uracil,2.6
galanthamine,4-aminobutyric acid,3.023529412
galanthamine,sucrose,2.235294118
galanthamine,Isoferulic acid,3.333333333
galanthamine,L-threonine,2.5
galanthamine,L-leucine,2.230769231
galanthamine,Ethyl caffeate,3.333333333
galanthamine,creatine,2.333333333
galanthamine,18483-17-5,2.333333333
galanthamine,Ethanolamine,3.333333333
galanthamine,choline,2.4
galanthamine,malic acid,2.5
galanthamine,DL-ALANINE,2.481481481
galanthamine,letrozole,3.333333333
galanthamine,DL-Proline,2.235294118
galanthamine,DL-ISOLEUCINE,2.416666667
galanthamine,d-Tartaric acid,2.25
galanthamine,cis-Caffeic acid,2.333333333
galanthamine,L-glutamic acid,2.971014493
galanthamine,l-isoleucine,2.416666667
galanthamine,D-(+)-malic acid,2.5
galanthamine,D-alanine,2.5
galanthamine,D-glutamic acid,2.25
galanthamine,D-proline,2.5
galanthamine,97-67-6,2.571428571
1-butanol,citric acid,2.428571429
1-butanol,succinic acid,2.925531915
1-butanol,DODECANE,3
1-butanol,fumaric acid,2.571428571
1-butanol,adenosine,2.925619835
1-butanol,HEXADECANE,3
1-butanol,L-alanine,2
1-butanol,uridine,2.7
1-butanol,L-proline,2.066666667
1-butanol,L-aspartic acid,2.111111111
1-butanol,L-valine,2.230769231
1-butanol,uracil,2.666666667
1-butanol,4-aminobutyric acid,3
1-butanol,sucrose,2.166666667
1-butanol,Isoferulic acid,3.25
1-butanol,L-threonine,2.333333333
1-butanol,L-leucine,2.142857143
1-butanol,Ethyl caffeate,3.25
1-butanol,creatine,2.5
1-butanol,18483-17-5,2.5
1-butanol,Ethanolamine,3.25
1-butanol,choline,2.363636364
1-butanol,malic acid,2.545454545
1-butanol,DL-ALANINE,2.035714286
1-butanol,letrozole,3.5
1-butanol,DL-Proline,2.111111111
1-butanol,DL-ISOLEUCINE,2.153846154
1-butanol,d-Tartaric acid,2.2
1-butanol,cis-Caffeic acid,2.5
1-butanol,L-glutamic acid,2.892086331
1-butanol,l-isoleucine,2.153846154
1-butanol,D-(+)-malic acid,2.6
1-butanol,D-alanine,2.428571429
1-butanol,D-glutamic acid,2.4
1-butanol,D-proline,2.6
1-butanol,97-67-6,2.625
ERYTHRITOL,citric acid,3.121212121
ERYTHRITOL,DODECANE,3
ERYTHRITOL,fumaric acid,3
ERYTHRITOL,HEXADECANE,3
ERYTHRITOL,sucrose,3
ERYTHRITOL,Isoferulic acid,4
ERYTHRITOL,Ethyl caffeate,3
ERYTHRITOL,creatine,3
ERYTHRITOL,18483-17-5,3
ERYTHRITOL,Ethanolamine,2
ERYTHRITOL,malic acid,3
ERYTHRITOL,DL-ALANINE,2.846153846
ERYTHRITOL,letrozole,3
ERYTHRITOL,DL-Proline,2.8125
ERYTHRITOL,DL-ISOLEUCINE,2.909090909
ERYTHRITOL,d-Tartaric acid,2.333333333
ERYTHRITOL,cis-Caffeic acid,3
ERYTHRITOL,D-(+)-malic acid,3
ERYTHRITOL,D-glutamic acid,3
ERYTHRITOL,D-proline,3
ERYTHRITOL,97-67-6,3
CONIFERYL ALCOHOL,citric acid,2.441176471
CONIFERYL ALCOHOL,succinic acid,2.827956989
CONIFERYL ALCOHOL,DODECANE,3.25
CONIFERYL ALCOHOL,fumaric acid,2.333333333
CONIFERYL ALCOHOL,adenosine,2.833333333
CONIFERYL ALCOHOL,HEXADECANE,3.333333333
CONIFERYL ALCOHOL,L-alanine,2.304347826
CONIFERYL ALCOHOL,uridine,2.666666667
CONIFERYL ALCOHOL,L-proline,2
CONIFERYL ALCOHOL,L-aspartic acid,2.352941176
CONIFERYL ALCOHOL,L-valine,2.083333333
CONIFERYL ALCOHOL,uracil,2.4
CONIFERYL ALCOHOL,4-aminobutyric acid,2.894117647
CONIFERYL ALCOHOL,sucrose,2.235294118
CONIFERYL ALCOHOL,Isoferulic acid,3
CONIFERYL ALCOHOL,L-threonine,2.125
CONIFERYL ALCOHOL,L-leucine,1.846153846
CONIFERYL ALCOHOL,Ethyl caffeate,3
CONIFERYL ALCOHOL,creatine,2.333333333
CONIFERYL ALCOHOL,18483-17-5,2.333333333
CONIFERYL ALCOHOL,Ethanolamine,3.333333333
CONIFERYL ALCOHOL,choline,2.4
CONIFERYL ALCOHOL,malic acid,2.5
CONIFERYL ALCOHOL,DL-ALANINE,2.296296296
CONIFERYL ALCOHOL,letrozole,3.333333333
CONIFERYL ALCOHOL,DL-Proline,2.058823529
CONIFERYL ALCOHOL,DL-ISOLEUCINE,2.083333333
CONIFERYL ALCOHOL,d-Tartaric acid,2.25
CONIFERYL ALCOHOL,cis-Caffeic acid,2.333333333
CONIFERYL ALCOHOL,L-glutamic acid,2.833333333
CONIFERYL ALCOHOL,l-isoleucine,2.083333333
CONIFERYL ALCOHOL,D-(+)-malic acid,2.5
CONIFERYL ALCOHOL,D-alanine,2.5
CONIFERYL ALCOHOL,D-glutamic acid,2.25
CONIFERYL ALCOHOL,D-proline,2.5
CONIFERYL ALCOHOL,97-67-6,2.571428571
acetone,citric acid,2.361111111
acetone,succinic acid,2.8
acetone,DODECANE,3.166666667
acetone,fumaric acid,2.375
acetone,adenosine,2.778688525
acetone,HEXADECANE,3.2
acetone,L-alanine,2.12
acetone,uridine,2.545454545
acetone,L-proline,2.125
acetone,L-aspartic acid,2.105263158
acetone,L-valine,2.285714286
acetone,uracil,2.571428571
acetone,4-aminobutyric acid,2.896551724
acetone,sucrose,1.947368421
acetone,Isoferulic acid,3.4
acetone,L-threonine,2.4
acetone,L-leucine,2.2
acetone,Ethyl caffeate,3.4
acetone,creatine,2.4
acetone,18483-17-5,2.4
acetone,Ethanolamine,2.8
acetone,choline,2.166666667
acetone,malic acid,2.5
acetone,DL-ALANINE,2.137931034
acetone,letrozole,3.4
acetone,DL-Proline,2.157894737
acetone,DL-ISOLEUCINE,2.214285714
acetone,d-Tartaric acid,1.666666667
acetone,cis-Caffeic acid,2.4
acetone,L-glutamic acid,2.842857143
acetone,l-isoleucine,2.214285714
acetone,D-(+)-malic acid,2.5
acetone,D-alanine,2.5
acetone,D-glutamic acid,2.333333333
acetone,D-proline,2.5
acetone,97-67-6,2.555555556
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",DODECANE,3
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",fumaric acid,2.571428571
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",HEXADECANE,3
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",4-aminobutyric acid,2.918604651
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",Isoferulic acid,3.5
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",L-threonine,2.333333333
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",Ethyl caffeate,3.5
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",creatine,2.5
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",18483-17-5,2.5
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",Ethanolamine,3
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",choline,2.272727273
"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",DL-ALANINE,2.392857143
